ID,iExec,FO,IterAlvo,TotalIter,Tempo
6-0.7.15,0,16514,5028,5098,30.5413659
6-0.7.15,1,16515,3048,5102,30.31936014
6-0.7.15,2,16517,2010,5095,30.35822165
6-0.7.15,3,16516,2763,5100,30.31885544
6-0.7.15,4,16512,2659,5096,30.11806187
6-0.7.15,5,16518,2291,5102,30.16450121
6-0.7.15,6,16515,3949,5110,30.3412092
6-0.7.15,7,16522,1112,5125,30.24063573
6-0.7.15,8,16516,1181,5111,30.75803
6-0.7.15,9,16519,4865,5121,30.27972167
