ID,iExec,FO,IterAlvo,TotalIter,Tempo
0-0.3.15,0,16521,886,978,30.3311716
0-0.3.15,1,16512,462,1057,30.82745001
0-0.3.15,2,16526,393,1109,30.158218270
0-0.3.15,3,16522,944,1066,30.143349881
0-0.3.15,4,16519,522,991,30.95319680
0-0.3.15,5,16528,120,1196,30.97661620
0-0.3.15,6,16519,488,1208,30.93148363
0-0.3.15,7,16518,580,1067,30.64190815
0-0.3.15,8,16527,630,1082,30.172544692
0-0.3.15,9,16517,428,1106,30.45256464
