ID,iExec,FO,IterAlvo,TotalIter,Tempo
2-200.0.95.0.1.0.005,0,15114,6192,7192,8.550837657
2-200.0.95.0.1.0.005,1,15155,4846,5846,6.853493977
2-200.0.95.0.1.0.005,2,15155,6385,7385,8.750644029
2-200.0.95.0.1.0.005,3,15177,6198,7198,8.489359180
2-200.0.95.0.1.0.005,4,15132,8150,9150,10.840313192
2-200.0.95.0.1.0.005,5,15089,6682,7682,9.102816922
2-200.0.95.0.1.0.005,6,15158,5985,6985,6.504015219
2-200.0.95.0.1.0.005,7,15101,8953,9953,5.786229483
2-200.0.95.0.1.0.005,8,15109,10061,11061,6.463272469
2-200.0.95.0.1.0.005,9,15133,5385,6385,3.737792441
