ID,iExec,FO,IterAlvo,TotalIter,Tempo
21-400.0.95.1.0.0.01,0,15078,1295,2295,19.188652829
21-400.0.95.1.0.0.01,1,15078,2619,3619,28.820715473
21-400.0.95.1.0.0.01,2,15079,1327,2327,18.150834541
21-400.0.95.1.0.0.01,3,15078,2356,3356,27.983934651
21-400.0.95.1.0.0.01,4,15078,2152,3152,26.257782987
21-400.0.95.1.0.0.01,5,15078,1176,2176,16.546473053
21-400.0.95.1.0.0.01,6,15078,2254,3254,22.840729663
21-400.0.95.1.0.0.01,7,15078,1561,2561,17.107223565
21-400.0.95.1.0.0.01,8,15078,1258,2258,16.964157226
21-400.0.95.1.0.0.01,9,15078,1342,2342,16.644604256
