ID,iExec,FO,IterAlvo,TotalIter,Tempo
43-800.0.99.0.1.0.01,0,15257,1384,2384,11.927527451
43-800.0.99.0.1.0.01,1,15205,1394,2394,11.976236433
43-800.0.99.0.1.0.01,2,15116,953,1953,9.775491144
43-800.0.99.0.1.0.01,3,15124,1049,2049,10.258766115
43-800.0.99.0.1.0.01,4,15111,904,1904,9.515763178
43-800.0.99.0.1.0.01,5,15082,1282,2282,11.359038266
43-800.0.99.0.1.0.01,6,15124,798,1798,9.14312745
43-800.0.99.0.1.0.01,7,15215,730,1730,8.634943505
43-800.0.99.0.1.0.01,8,15146,1258,2258,11.336928361
43-800.0.99.0.1.0.01,9,15137,1829,2829,14.161929806
