ID,iExec,FO,IterAlvo,TotalIter,Tempo
35-800.0.95.0.1.0.01,0,15210,1532,2532,12.223716010
35-800.0.95.0.1.0.01,1,15097,1012,2012,9.705301982
35-800.0.95.0.1.0.01,2,15102,1478,2478,11.943249579
35-800.0.95.0.1.0.01,3,15164,1120,2120,10.183883780
35-800.0.95.0.1.0.01,4,15114,1551,2551,12.285616805
35-800.0.95.0.1.0.01,5,15126,969,1969,9.477861564
35-800.0.95.0.1.0.01,6,15138,2192,3192,15.393127629
35-800.0.95.0.1.0.01,7,15114,1923,2923,14.53913127
35-800.0.95.0.1.0.01,8,15156,1004,2004,9.647269607
35-800.0.95.0.1.0.01,9,15081,1653,2653,12.774079753
