ID,iExec,FO,IterAlvo,TotalIter,Tempo
5-200.0.95.1.0.0.01,0,15078,3560,4560,17.212246132
5-200.0.95.1.0.0.01,1,15085,2907,3907,13.968666137
5-200.0.95.1.0.0.01,2,15078,3287,4287,17.95214035
5-200.0.95.1.0.0.01,3,15079,1678,2678,9.878899518
5-200.0.95.1.0.0.01,4,15079,3062,4062,14.339725303
5-200.0.95.1.0.0.01,5,15078,1867,2867,10.410923769
5-200.0.95.1.0.0.01,6,15078,2799,3799,14.595392776
5-200.0.95.1.0.0.01,7,15079,3071,4071,15.828598162
5-200.0.95.1.0.0.01,8,15079,2276,3276,12.602917059
5-200.0.95.1.0.0.01,9,15078,1669,2669,10.86379660
