ID,iExec,FO,IterAlvo,TotalIter,Tempo
46-800.0.99.1.1.0.005,0,15143,1247,2247,7.103039686
46-800.0.99.1.1.0.005,1,15102,2451,3451,11.3055998
46-800.0.99.1.1.0.005,2,15256,2778,3778,12.6158835
46-800.0.99.1.1.0.005,3,15160,2132,3132,9.961146052
46-800.0.99.1.1.0.005,4,15145,1458,2458,7.793183728
46-800.0.99.1.1.0.005,5,15099,2682,3682,11.750801451
46-800.0.99.1.1.0.005,6,15090,2743,3743,11.787445169
46-800.0.99.1.1.0.005,7,15110,3888,4888,15.444542677
46-800.0.99.1.1.0.005,8,15227,3044,4044,12.815166438
46-800.0.99.1.1.0.005,9,15091,3334,4334,13.710850746
