ID,iExec,FO,IterAlvo,TotalIter,Tempo
3-200.0.95.0.1.0.01,0,15116,4625,5625,10.63365768
3-200.0.95.0.1.0.01,1,15164,3456,4456,7.729358694
3-200.0.95.0.1.0.01,2,15103,4639,5639,10.157879802
3-200.0.95.0.1.0.01,3,15108,2715,3715,6.628657152
3-200.0.95.0.1.0.01,4,15119,2501,3501,6.134402810
3-200.0.95.0.1.0.01,5,15143,2789,3789,6.730362814
3-200.0.95.0.1.0.01,6,15089,5374,6374,11.275709007
3-200.0.95.0.1.0.01,7,15306,4334,5334,9.467194528
3-200.0.95.0.1.0.01,8,15200,4367,5367,8.751667410
3-200.0.95.0.1.0.01,9,15155,4656,5656,6.747888311
