ID,iExec,FO,IterAlvo,TotalIter,Tempo
11-200.0.99.0.1.0.01,0,15116,3497,4497,13.398175306
11-200.0.99.0.1.0.01,1,15092,3593,4593,13.388694862
11-200.0.99.0.1.0.01,2,15146,4877,5877,14.938683269
11-200.0.99.0.1.0.01,3,15102,3878,4878,12.789845236
11-200.0.99.0.1.0.01,4,15112,3902,4902,14.91070730
11-200.0.99.0.1.0.01,5,15165,5700,6700,18.194415167
11-200.0.99.0.1.0.01,6,15324,4236,5236,14.140109045
11-200.0.99.0.1.0.01,7,15094,3581,4581,12.943638626
11-200.0.99.0.1.0.01,8,15092,7710,8710,23.920918250
11-200.0.99.0.1.0.01,9,15169,2869,3869,11.990548039
