ID,iExec,FO,IterAlvo,TotalIter,Tempo
47-800.0.99.1.1.0.01,0,15092,2185,3185,9.962103890
47-800.0.99.1.1.0.01,1,15296,1407,2407,7.591945230
47-800.0.99.1.1.0.01,2,15184,1458,2458,7.771603286
47-800.0.99.1.1.0.01,3,15121,2226,3226,10.122801777
47-800.0.99.1.1.0.01,4,15135,1031,2031,6.387871788
47-800.0.99.1.1.0.01,5,15090,1325,2325,7.416780433
47-800.0.99.1.1.0.01,6,15102,1489,2489,7.968712904
47-800.0.99.1.1.0.01,7,15103,811,1811,5.765798458
47-800.0.99.1.1.0.01,8,15282,973,1973,6.336016971
47-800.0.99.1.1.0.01,9,15182,1457,2457,7.831613255
