ID,iExec,FO,IterAlvo,TotalIter,Tempo
12-200.0.99.1.0.0.005,0,15079,3566,4566,15.482057527
12-200.0.99.1.0.0.005,1,15078,4068,5068,17.571295130
12-200.0.99.1.0.0.005,2,15078,4917,5917,21.217680566
12-200.0.99.1.0.0.005,3,15079,4187,5187,18.360641112
12-200.0.99.1.0.0.005,4,15085,3732,4732,15.407106610
12-200.0.99.1.0.0.005,5,15078,3923,4923,16.656033969
12-200.0.99.1.0.0.005,6,15081,2926,3926,13.884745197
12-200.0.99.1.0.0.005,7,15081,4163,5163,19.8166054
12-200.0.99.1.0.0.005,8,15078,3732,4732,15.630327589
12-200.0.99.1.0.0.005,9,15083,3998,4998,18.826065651
