ID,iExec,FO,IterAlvo,TotalIter,Tempo
30-400.0.99.1.1.0.005,0,15123,4655,5031,30.169506173
30-400.0.99.1.1.0.005,1,15144,1819,1874,30.14761576
30-400.0.99.1.1.0.005,2,15483,1880,1884,30.178553102
30-400.0.99.1.1.0.005,3,15206,1648,1795,30.19838463
30-400.0.99.1.1.0.005,4,15202,1622,1696,30.155463353
30-400.0.99.1.1.0.005,5,15159,1839,1844,30.20670568
30-400.0.99.1.1.0.005,6,15203,1752,1822,30.63241006
30-400.0.99.1.1.0.005,7,15225,1600,1708,30.184005469
30-400.0.99.1.1.0.005,8,15136,1564,1718,30.142215425
30-400.0.99.1.1.0.005,9,15190,1611,1617,30.41837664
