ID,iExec,FO,IterAlvo,TotalIter,Tempo
7-200.0.95.1.1.0.01,0,15091,5016,6016,21.998040596
7-200.0.95.1.1.0.01,1,15242,6225,7225,27.409553678
7-200.0.95.1.1.0.01,2,15288,3216,4216,16.61196209
7-200.0.95.1.1.0.01,3,15260,2703,3703,13.197114387
7-200.0.95.1.1.0.01,4,15124,3598,4598,16.947551324
7-200.0.95.1.1.0.01,5,15222,2742,3742,14.444175509
7-200.0.95.1.1.0.01,6,15200,3277,4277,14.843352319
7-200.0.95.1.1.0.01,7,15116,4009,5009,18.176520479
7-200.0.95.1.1.0.01,8,15337,8491,9213,30.5961801
7-200.0.95.1.1.0.01,9,15249,3058,4058,12.458634481
