ID,iExec,FO,IterAlvo,TotalIter,Tempo
27-400.0.99.0.1.0.01,0,15104,2643,3643,20.882605698
27-400.0.99.0.1.0.01,1,15123,1880,2880,17.363672356
27-400.0.99.0.1.0.01,2,15148,1933,2933,17.427677550
27-400.0.99.0.1.0.01,3,15236,3464,4464,27.894037434
27-400.0.99.0.1.0.01,4,15113,1456,2456,14.911390800
27-400.0.99.0.1.0.01,5,15107,2072,3072,19.917617386
27-400.0.99.0.1.0.01,6,15299,3435,4435,28.134585944
27-400.0.99.0.1.0.01,7,15178,1937,2937,17.630256276
27-400.0.99.0.1.0.01,8,15136,1878,2878,18.364462591
27-400.0.99.0.1.0.01,9,15091,2871,3871,24.846593830
