ID,iExec,FO,IterAlvo,TotalIter,Tempo
19-400.0.95.0.1.0.01,0,15121,2927,3927,23.238368347
19-400.0.95.0.1.0.01,1,15224,2339,3339,21.140753085
19-400.0.95.0.1.0.01,2,15137,1811,2811,16.765112047
19-400.0.95.0.1.0.01,3,15123,1569,2569,15.294106158
19-400.0.95.0.1.0.01,4,15167,2191,3191,19.130320302
19-400.0.95.0.1.0.01,5,15097,2892,3892,23.290166624
19-400.0.95.0.1.0.01,6,15273,2432,3432,21.448561650
19-400.0.95.0.1.0.01,7,15397,3441,4441,27.551357786
19-400.0.95.0.1.0.01,8,15127,1694,2694,17.39598995
19-400.0.95.0.1.0.01,9,15170,2448,3448,20.879934235
