ID,iExec,FO,IterAlvo,TotalIter,Tempo
16-400.0.95.0.0.0.005,0,15078,2846,3846,21.515824810
16-400.0.95.0.0.0.005,1,15078,2711,3711,20.264974001
16-400.0.95.0.0.0.005,2,15078,3839,4839,24.932719786
16-400.0.95.0.0.0.005,3,15078,2753,3753,20.648539341
16-400.0.95.0.0.0.005,4,15078,3866,4866,24.911644627
16-400.0.95.0.0.0.005,5,15079,2588,3588,19.261719612
16-400.0.95.0.0.0.005,6,15078,2255,3255,18.634196222
16-400.0.95.0.0.0.005,7,15085,1653,2653,13.786691753
16-400.0.95.0.0.0.005,8,15080,1657,2657,15.293844495
16-400.0.95.0.0.0.005,9,15080,2252,3252,18.521141021
