ID,iExec,FO,IterAlvo,TotalIter,Tempo
8-200.0.99.0.0.0.005,0,15079,4407,5407,16.313155656
8-200.0.99.0.0.0.005,1,15086,2403,3403,10.372691918
8-200.0.99.0.0.0.005,2,15079,3782,4782,14.482279570
8-200.0.99.0.0.0.005,3,15080,3870,4870,14.822477677
8-200.0.99.0.0.0.005,4,15093,3218,4218,12.863434021
8-200.0.99.0.0.0.005,5,15081,2864,3864,11.29504012
8-200.0.99.0.0.0.005,6,15078,4415,5415,15.734135735
8-200.0.99.0.0.0.005,7,15078,2339,3339,9.869925377
8-200.0.99.0.0.0.005,8,15078,3566,4566,14.96477573
8-200.0.99.0.0.0.005,9,15090,2454,3454,10.288412518
