ID,iExec,FO,IterAlvo,TotalIter,Tempo
44-800.0.99.1.0.0.005,0,15078,1950,2950,19.101309014
44-800.0.99.1.0.0.005,1,15078,1645,2645,16.974163496
44-800.0.99.1.0.0.005,2,15078,974,1974,12.621780860
44-800.0.99.1.0.0.005,3,15078,1534,2534,16.290674250
44-800.0.99.1.0.0.005,4,15078,1302,2302,14.816571855
44-800.0.99.1.0.0.005,5,15078,2891,3891,25.23380938
44-800.0.99.1.0.0.005,6,15078,1418,2418,15.367353277
44-800.0.99.1.0.0.005,7,15078,1299,2299,14.799938064
44-800.0.99.1.0.0.005,8,15078,1694,2694,17.199423159
44-800.0.99.1.0.0.005,9,15078,1148,2148,13.648415952
