ID,iExec,FO,IterAlvo,TotalIter,Tempo
13-200.0.99.1.0.0.01,0,15078,1754,2754,10.923553696
13-200.0.99.1.0.0.01,1,15078,2058,3058,11.452405644
13-200.0.99.1.0.0.01,2,15085,2356,3356,13.175721129
13-200.0.99.1.0.0.01,3,15078,2030,3030,12.311428654
13-200.0.99.1.0.0.01,4,15078,1737,2737,11.561721119
13-200.0.99.1.0.0.01,5,15078,3341,4341,16.196944892
13-200.0.99.1.0.0.01,6,15078,1592,2592,10.428754533
13-200.0.99.1.0.0.01,7,15078,2904,3904,15.360258375
13-200.0.99.1.0.0.01,8,15078,2333,3333,13.332315144
13-200.0.99.1.0.0.01,9,15083,1818,2818,11.265403057
