ID,iExec,FO,IterAlvo,TotalIter,Tempo
41-800.0.99.0.0.0.01,0,15078,439,1439,7.265349176
41-800.0.99.0.0.0.01,1,15078,805,1805,9.107072073
41-800.0.99.0.0.0.01,2,15078,877,1877,9.485821998
41-800.0.99.0.0.0.01,3,15078,1125,2125,10.733459887
41-800.0.99.0.0.0.01,4,15078,669,1669,8.445070641
41-800.0.99.0.0.0.01,5,15078,446,1446,7.301093098
41-800.0.99.0.0.0.01,6,15078,692,1692,8.480792632
41-800.0.99.0.0.0.01,7,15078,630,1630,8.183603533
41-800.0.99.0.0.0.01,8,15078,546,1546,7.779797170
41-800.0.99.0.0.0.01,9,15078,632,1632,8.253967605
