ID,iExec,FO,IterAlvo,TotalIter,Tempo
20-400.0.95.1.0.0.005,0,15078,2181,3181,23.16568525
20-400.0.95.1.0.0.005,1,15078,1849,2849,19.530237400
20-400.0.95.1.0.0.005,2,15078,3091,4091,28.118932854
20-400.0.95.1.0.0.005,3,15078,2164,3164,21.623201018
20-400.0.95.1.0.0.005,4,15078,1651,2651,18.825643088
20-400.0.95.1.0.0.005,5,15078,3635,4175,30.12681124
20-400.0.95.1.0.0.005,6,15078,2999,3999,28.552361209
20-400.0.95.1.0.0.005,7,15078,2635,3635,25.683660313
20-400.0.95.1.0.0.005,8,15078,2813,3813,28.38875658
20-400.0.95.1.0.0.005,9,15081,1828,2828,21.280827720
