ID,iExec,FO,IterAlvo,TotalIter,Tempo
15-200.0.99.1.1.0.01,0,15164,5160,6160,23.163469650
15-200.0.99.1.1.0.01,1,15146,4359,5359,20.349836378
15-200.0.99.1.1.0.01,2,15126,3059,4059,15.647584573
15-200.0.99.1.1.0.01,3,15192,4294,5294,21.187595752
15-200.0.99.1.1.0.01,4,15140,3522,4522,18.555023431
15-200.0.99.1.1.0.01,5,15166,6684,6926,30.121126802
15-200.0.99.1.1.0.01,6,15129,5659,6659,26.408543024
15-200.0.99.1.1.0.01,7,15187,3334,4334,18.445432475
15-200.0.99.1.1.0.01,8,15156,4702,5702,22.575987311
15-200.0.99.1.1.0.01,9,15111,4061,5061,19.517910066
