ID,iExec,FO,IterAlvo,TotalIter,Tempo
34-800.0.95.0.1.0.005,0,15116,1716,2716,13.65259544
34-800.0.95.0.1.0.005,1,15109,2465,3465,16.715973756
34-800.0.95.0.1.0.005,2,15126,2091,3091,14.973046724
34-800.0.95.0.1.0.005,3,15238,2240,3240,15.627250491
34-800.0.95.0.1.0.005,4,15106,2520,3520,16.993040512
34-800.0.95.0.1.0.005,5,15082,2266,3266,15.729805476
34-800.0.95.0.1.0.005,6,15139,2006,3006,14.536748266
34-800.0.95.0.1.0.005,7,15103,2368,3368,16.268161730
34-800.0.95.0.1.0.005,8,15270,2005,3005,14.492541955
34-800.0.95.0.1.0.005,9,15146,2347,3347,16.184951759
