ID,iExec,FO,IterAlvo,TotalIter,Tempo
45-800.0.99.1.0.0.01,0,15078,1009,2009,6.338632857
45-800.0.99.1.0.0.01,1,15078,411,1411,4.425527360
45-800.0.99.1.0.0.01,2,15078,980,1980,6.186547003
45-800.0.99.1.0.0.01,3,15078,742,1742,5.489773832
45-800.0.99.1.0.0.01,4,15078,698,1698,5.343120893
45-800.0.99.1.0.0.01,5,15078,1069,2069,9.385454524
45-800.0.99.1.0.0.01,6,15078,852,1852,12.20780051
45-800.0.99.1.0.0.01,7,15078,1198,2198,14.190288189
45-800.0.99.1.0.0.01,8,15078,580,1580,10.166296379
45-800.0.99.1.0.0.01,9,15078,1034,2034,13.62247165
