ID,iExec,FO,IterAlvo,TotalIter,Tempo
10-200.0.99.0.1.0.005,0,15110,3410,4410,12.277078663
10-200.0.99.0.1.0.005,1,15092,6036,7036,19.277809573
10-200.0.99.0.1.0.005,2,15118,7805,8805,27.221850749
10-200.0.99.0.1.0.005,3,15167,5629,6629,20.667232763
10-200.0.99.0.1.0.005,4,15270,4987,5987,18.277472074
10-200.0.99.0.1.0.005,5,15134,7779,8779,26.469316652
10-200.0.99.0.1.0.005,6,15296,8169,9169,27.976438855
10-200.0.99.0.1.0.005,7,15242,3997,4997,14.885356289
10-200.0.99.0.1.0.005,8,15127,7822,8822,27.945469811
10-200.0.99.0.1.0.005,9,15161,7932,8932,26.310564964
