ID,iExec,FO,IterAlvo,TotalIter,Tempo
9-200.0.99.0.0.0.01,0,15079,2394,3394,10.683134009
9-200.0.99.0.0.0.01,1,15078,2507,3507,10.20696528
9-200.0.99.0.0.0.01,2,15078,2139,3139,9.484918058
9-200.0.99.0.0.0.01,3,15082,2200,3200,10.342918521
9-200.0.99.0.0.0.01,4,15078,2824,3824,11.935203531
9-200.0.99.0.0.0.01,5,15078,2145,3145,8.876233458
9-200.0.99.0.0.0.01,6,15078,1975,2975,9.662034689
9-200.0.99.0.0.0.01,7,15078,2158,3158,9.838385087
9-200.0.99.0.0.0.01,8,15078,2434,3434,10.652421928
9-200.0.99.0.0.0.01,9,15078,3350,4350,11.365160173
