ID,iExec,FO,IterAlvo,TotalIter,Tempo
24-400.0.99.0.0.0.005,0,15078,3064,4064,22.594529972
24-400.0.99.0.0.0.005,1,15081,3203,4203,22.96899375
24-400.0.99.0.0.0.005,2,15078,2240,3240,17.807136965
24-400.0.99.0.0.0.005,3,15078,3801,4801,25.782770511
24-400.0.99.0.0.0.005,4,15078,2226,3226,17.604059062
24-400.0.99.0.0.0.005,5,15079,2392,3392,19.558863906
24-400.0.99.0.0.0.005,6,15080,1824,2824,15.786033253
24-400.0.99.0.0.0.005,7,15078,2597,3597,20.358494875
24-400.0.99.0.0.0.005,8,15078,1895,2895,15.353063751
24-400.0.99.0.0.0.005,9,15080,2073,3073,17.385826252
