ID,iExec,FO,IterAlvo,TotalIter,Tempo
25-400.0.99.0.0.0.01,0,15091,1347,2347,14.423798914
25-400.0.99.0.0.0.01,1,15078,1021,2021,11.845493783
25-400.0.99.0.0.0.01,2,15078,907,1907,11.750124106
25-400.0.99.0.0.0.01,3,15078,1229,2229,14.150918547
25-400.0.99.0.0.0.01,4,15078,934,1934,12.959579588
25-400.0.99.0.0.0.01,5,15078,1914,2914,19.72416305
25-400.0.99.0.0.0.01,6,15078,1928,2928,18.900658310
25-400.0.99.0.0.0.01,7,15078,1289,2289,14.639765738
25-400.0.99.0.0.0.01,8,15078,1189,2189,14.461207872
25-400.0.99.0.0.0.01,9,15078,1003,2003,11.13834645
