ID,iExec,FO,IterAlvo,TotalIter,Tempo
6-200.0.95.1.1.0.005,0,15145,9219,9373,30.62713980
6-200.0.95.1.1.0.005,1,15190,4910,5910,21.323347205
6-200.0.95.1.1.0.005,2,15176,5959,6959,24.747714734
6-200.0.95.1.1.0.005,3,15110,5930,6930,22.814144272
6-200.0.95.1.1.0.005,4,15143,6128,7128,24.354514101
6-200.0.95.1.1.0.005,5,15130,6846,7846,26.166040134
6-200.0.95.1.1.0.005,6,15115,4152,5152,18.918831585
6-200.0.95.1.1.0.005,7,15178,7163,8163,27.630920181
6-200.0.95.1.1.0.005,8,15086,5954,6954,23.239399662
6-200.0.95.1.1.0.005,9,15162,4400,5400,19.862788505
