ID,iExec,FO,IterAlvo,TotalIter,Tempo
32-800.0.95.0.0.0.005,0,15078,1206,2206,10.627456721
32-800.0.95.0.0.0.005,1,15078,1773,2773,13.309564511
32-800.0.95.0.0.0.005,2,15078,1293,2293,10.990616241
32-800.0.95.0.0.0.005,3,15078,2602,3602,19.209012867
32-800.0.95.0.0.0.005,4,15078,1381,2381,17.575779526
32-800.0.95.0.0.0.005,5,15078,1333,2333,17.759825799
32-800.0.95.0.0.0.005,6,15078,1396,2396,17.521815143
32-800.0.95.0.0.0.005,7,15078,2108,3108,24.889761557
32-800.0.95.0.0.0.005,8,15078,1659,2659,20.758825188
32-800.0.95.0.0.0.005,9,15078,1540,2540,19.284585336
