ID,iExec,FO,IterAlvo,TotalIter,Tempo
26-400.0.99.0.1.0.005,0,15092,4213,4946,30.74598833
26-400.0.99.0.1.0.005,1,15236,3689,4644,30.36726290
26-400.0.99.0.1.0.005,2,15101,4491,4740,30.41807759
26-400.0.99.0.1.0.005,3,15135,3689,4689,29.430342025
26-400.0.99.0.1.0.005,4,15115,4406,4986,30.48113973
26-400.0.99.0.1.0.005,5,15146,4630,4716,30.42659598
26-400.0.99.0.1.0.005,6,15123,2985,3985,24.715261640
26-400.0.99.0.1.0.005,7,15094,3502,4502,27.929563899
26-400.0.99.0.1.0.005,8,15138,4033,4884,30.132168053
26-400.0.99.0.1.0.005,9,15115,4349,4757,30.157647678
