ID,iExec,FO,IterAlvo,TotalIter,Tempo
37-800.0.95.1.0.0.01,0,15078,691,1691,10.586373984
37-800.0.95.1.0.0.01,1,15078,821,1821,11.381537462
37-800.0.95.1.0.0.01,2,15078,638,1638,10.250044753
37-800.0.95.1.0.0.01,3,15078,606,1606,10.6478366
37-800.0.95.1.0.0.01,4,15078,827,1827,11.377790471
37-800.0.95.1.0.0.01,5,15078,1100,2100,13.39170806
37-800.0.95.1.0.0.01,6,15078,772,1772,11.12190062
37-800.0.95.1.0.0.01,7,15078,959,1959,12.120967006
37-800.0.95.1.0.0.01,8,15078,565,1565,9.653052863
37-800.0.95.1.0.0.01,9,15078,790,1790,11.11983680
