ID,iExec,FO,IterAlvo,TotalIter,Tempo
31-400.0.99.1.1.0.01,0,15124,1775,2775,13.698015495
31-400.0.99.1.1.0.01,1,15108,2034,3034,15.232055718
31-400.0.99.1.1.0.01,2,15092,3287,4287,20.475674897
31-400.0.99.1.1.0.01,3,15104,1781,2781,15.391003178
31-400.0.99.1.1.0.01,4,15108,1455,2455,14.88585687
31-400.0.99.1.1.0.01,5,15128,2657,3657,17.795997620
31-400.0.99.1.1.0.01,6,15093,1554,2554,11.694383090
31-400.0.99.1.1.0.01,7,15130,1780,2780,13.712537117
31-400.0.99.1.1.0.01,8,15174,2352,3352,16.103931863
31-400.0.99.1.1.0.01,9,15137,1683,2683,13.486300105
