ID,iExec,FO,IterAlvo,TotalIter,Tempo
39-800.0.95.1.1.0.01,0,15253,1510,2510,15.460819719
39-800.0.95.1.1.0.01,1,15130,903,1903,11.851182308
39-800.0.95.1.1.0.01,2,15087,806,1806,11.239525572
39-800.0.95.1.1.0.01,3,15135,677,1677,10.388242923
39-800.0.95.1.1.0.01,4,15098,1427,2427,15.125316174
39-800.0.95.1.1.0.01,5,15113,1363,2363,14.565434550
39-800.0.95.1.1.0.01,6,15207,1245,2245,13.843438530
39-800.0.95.1.1.0.01,7,15131,1557,2557,15.971581556
39-800.0.95.1.1.0.01,8,15123,1401,2401,14.970342473
39-800.0.95.1.1.0.01,9,15185,786,1786,11.23266206
