ID,iExec,FO,IterAlvo,TotalIter,Tempo
2-0.3.60,0,15770,303,928,30.713468
2-0.3.60,1,15770,693,972,30.40851716
2-0.3.60,2,15771,354,1015,30.28485957
2-0.3.60,3,15771,734,982,30.76940321
2-0.3.60,4,15771,22,961,30.16626670
2-0.3.60,5,15770,477,624,30.98067796
2-0.3.60,6,15773,236,297,30.322381867
2-0.3.60,7,15771,22,306,30.74077656
2-0.3.60,8,15770,281,303,30.99196403
2-0.3.60,9,15771,7,277,30.43174780
