ID,iExec,FO,IterAlvo,TotalIter,Tempo
7-0.7.30,0,15778,868,2809,30.7268448
7-0.7.30,1,15775,1065,2821,30.35792651
7-0.7.30,2,15773,2756,2808,30.31523165
7-0.7.30,3,15776,2477,2789,30.12263137
7-0.7.30,4,15776,176,2800,30.7748909
7-0.7.30,5,15775,1970,2799,30.27637345
7-0.7.30,6,15777,51,2791,30.5066057
7-0.7.30,7,15776,2222,2799,30.11278697
7-0.7.30,8,15774,544,2796,30.15502626
7-0.7.30,9,15775,1097,2786,30.744156
