ID,iExec,FO,IterAlvo,TotalIter,Tempo
5-0.5.60,0,16109,598,1614,30.4435400
5-0.5.60,1,16109,215,1627,30.36877409
5-0.5.60,2,16109,76,1626,30.11790699
5-0.5.60,3,16109,189,1621,30.11605161
5-0.5.60,4,16109,873,1628,30.13363884
5-0.5.60,5,16109,427,1624,30.8971545
5-0.5.60,6,16109,385,1627,30.24316652
5-0.5.60,7,16109,913,1618,30.1130351
5-0.5.60,8,16109,1505,1632,30.35788030
5-0.5.60,9,16109,232,1621,30.32500582
