ID,iExec,FO,IterAlvo,TotalIter,Tempo
3-0.5.15,0,16130,2118,5391,30.407578
3-0.5.15,1,16127,3082,5409,30.16113125
3-0.5.15,2,16129,1045,5416,30.19891722
3-0.5.15,3,16126,4298,5423,30.8228680
3-0.5.15,4,16123,2134,5403,30.169080
3-0.5.15,5,16126,3510,4408,30.5438723
3-0.5.15,6,16125,2710,3310,30.89803751
3-0.5.15,7,16118,104,3472,30.12298089
3-0.5.15,8,16128,171,3594,30.32599610
3-0.5.15,9,16127,3304,3311,30.34874719
