ID,iExec,FO,IterAlvo,TotalIter,Tempo
6-0.7.15,0,16127,973,5164,30.14927475
6-0.7.15,1,16118,91,5164,30.636407
6-0.7.15,2,16122,3714,5166,30.19426250
6-0.7.15,3,16123,2996,5174,30.7669505
6-0.7.15,4,16128,2509,5165,30.31784801
6-0.7.15,5,16120,238,5151,30.36011825
6-0.7.15,6,16129,3569,5158,30.24166976
6-0.7.15,7,16127,2986,5174,30.35549810
6-0.7.15,8,16123,1300,5209,30.32319985
6-0.7.15,9,16121,1355,5177,30.15505765
