ID,iExec,FO,IterAlvo,TotalIter,Tempo
8-0.7.60,0,15079,613,1510,30.3776783
8-0.7.60,1,15078,1479,1513,30.33856296
8-0.7.60,2,15078,295,1513,30.9230047
8-0.7.60,3,15078,288,1512,30.5143899
8-0.7.60,4,15078,979,1507,30.11875238
8-0.7.60,5,15079,1269,1505,30.1190081
8-0.7.60,6,15078,300,1518,30.17827392
8-0.7.60,7,15078,370,1506,30.4466161
8-0.7.60,8,15078,412,1517,30.8996545
8-0.7.60,9,15080,111,1510,30.12518920
