ID,iExec,FO,IterAlvo,TotalIter,Tempo
4-0.5.30,0,15085,72,2862,30.6939766
4-0.5.30,1,15084,2693,2900,30.4690597
4-0.5.30,2,15083,61,2880,30.35321528
4-0.5.30,3,15087,241,2870,30.35719710
4-0.5.30,4,15083,1531,2865,30.23750555
4-0.5.30,5,15085,1459,2869,30.649301
4-0.5.30,6,15082,2720,2895,30.15513522
4-0.5.30,7,15084,357,2871,30.20077026
4-0.5.30,8,15082,238,2887,30.15615926
4-0.5.30,9,15083,1932,2886,30.23722322
