ID,iExec,FO,IterAlvo,TotalIter,Tempo
6-0.7.15,0,15106,4143,5025,30.26982066
6-0.7.15,1,15104,3332,5011,30.11991739
6-0.7.15,2,15093,261,5027,30.3886577
6-0.7.15,3,15097,3299,5035,30.32150634
6-0.7.15,4,15105,208,5038,30.3734577
6-0.7.15,5,15099,1109,5014,30.401634
6-0.7.15,6,15097,2255,5042,30.31469160
6-0.7.15,7,15101,4815,5034,30.12138874
6-0.7.15,8,15106,2172,5058,30.151382
6-0.7.15,9,15099,1016,5026,30.7619748
