ID,iExec,FO,IterAlvo,TotalIter,Tempo
5-0.5.60,0,15078,683,1551,30.11951242
5-0.5.60,1,15078,944,1554,30.20415173
5-0.5.60,2,15078,355,1552,30.28162994
5-0.5.60,3,15079,1102,1546,30.12782076
5-0.5.60,4,15080,610,1552,30.32980311
5-0.5.60,5,15078,267,1536,30.4967061
5-0.5.60,6,15079,337,1544,30.10892240
5-0.5.60,7,15080,167,1554,30.22907455
5-0.5.60,8,15079,234,1556,30.21289012
5-0.5.60,9,15079,499,1552,30.11048062
