ID,iExec,FO,IterAlvo,TotalIter,Tempo
17-400.0.95.0.0.0.01,0,16502,1154,2154,13.953450561
17-400.0.95.0.0.0.01,1,16502,1365,2365,13.851295598
17-400.0.95.0.0.0.01,2,16502,795,1795,10.474285064
17-400.0.95.0.0.0.01,3,16506,1279,2279,12.788329963
17-400.0.95.0.0.0.01,4,16502,1764,2764,16.312718092
17-400.0.95.0.0.0.01,5,16502,989,1989,10.836011157
17-400.0.95.0.0.0.01,6,16502,627,1627,10.429329229
17-400.0.95.0.0.0.01,7,16502,1541,2541,13.973834401
17-400.0.95.0.0.0.01,8,16502,1110,2110,12.967668564
17-400.0.95.0.0.0.01,9,16502,1303,2303,14.232289693
