ID,iExec,FO,IterAlvo,TotalIter,Tempo
45-800.0.99.1.0.0.01,0,16502,756,1756,5.541222328
45-800.0.99.1.0.0.01,1,16502,550,1550,4.904638703
45-800.0.99.1.0.0.01,2,16502,683,1683,5.311675610
45-800.0.99.1.0.0.01,3,16502,464,1464,4.648134991
45-800.0.99.1.0.0.01,4,16502,629,1629,5.156589412
45-800.0.99.1.0.0.01,5,16502,1069,2069,6.494169877
45-800.0.99.1.0.0.01,6,16502,435,1435,4.532452617
45-800.0.99.1.0.0.01,7,16502,609,1609,5.64471517
45-800.0.99.1.0.0.01,8,16502,847,1847,5.778551240
45-800.0.99.1.0.0.01,9,16502,783,1783,5.602208084
