ID,iExec,FO,IterAlvo,TotalIter,Tempo
41-800.0.99.0.0.0.01,0,16502,878,1878,9.377859237
41-800.0.99.0.0.0.01,1,16502,651,1651,8.290967685
41-800.0.99.0.0.0.01,2,16502,681,1681,8.459364553
41-800.0.99.0.0.0.01,3,16502,718,1718,8.638020744
41-800.0.99.0.0.0.01,4,16502,617,1617,8.110944681
41-800.0.99.0.0.0.01,5,16502,701,1701,8.568378970
41-800.0.99.0.0.0.01,6,16502,399,1399,7.24354167
41-800.0.99.0.0.0.01,7,16502,746,1746,8.757959939
41-800.0.99.0.0.0.01,8,16502,538,1538,7.768688631
41-800.0.99.0.0.0.01,9,16502,623,1623,8.114214457
