ID,iExec,FO,IterAlvo,TotalIter,Tempo
19-400.0.95.0.1.0.01,0,16534,2293,3293,19.54908911
19-400.0.95.0.1.0.01,1,16709,2000,3000,18.323925446
19-400.0.95.0.1.0.01,2,16699,1975,2975,16.24872004
19-400.0.95.0.1.0.01,3,16526,2520,3520,19.487144946
19-400.0.95.0.1.0.01,4,16591,2318,3318,19.182147152
19-400.0.95.0.1.0.01,5,16593,2191,3191,18.698708872
19-400.0.95.0.1.0.01,6,16589,1793,2793,14.998256443
19-400.0.95.0.1.0.01,7,16591,1663,2663,14.243281859
19-400.0.95.0.1.0.01,8,16507,2327,3327,17.979923417
19-400.0.95.0.1.0.01,9,16532,2069,3069,16.693963336
