ID,iExec,FO,IterAlvo,TotalIter,Tempo
16-400.0.95.0.0.0.005,0,16504,1872,2872,18.958732525
16-400.0.95.0.0.0.005,1,16502,1831,2831,17.247038792
16-400.0.95.0.0.0.005,2,16502,2276,3276,18.57240201
16-400.0.95.0.0.0.005,3,16504,2373,3373,19.748694863
16-400.0.95.0.0.0.005,4,16502,2701,3701,22.256372191
16-400.0.95.0.0.0.005,5,16502,1483,2483,14.945730125
16-400.0.95.0.0.0.005,6,16502,2815,3815,23.544152972
16-400.0.95.0.0.0.005,7,16502,3137,4137,24.948106116
16-400.0.95.0.0.0.005,8,16504,1212,2212,12.27057255
16-400.0.95.0.0.0.005,9,16502,2987,3987,23.739591158
