ID,iExec,FO,IterAlvo,TotalIter,Tempo
1-200.0.95.0.0.0.01,0,16502,2944,3944,11.759163609
1-200.0.95.0.0.0.01,1,16502,3051,4051,12.52452365
1-200.0.95.0.0.0.01,2,16502,2767,3767,11.515133936
1-200.0.95.0.0.0.01,3,16502,2097,3097,9.431415080
1-200.0.95.0.0.0.01,4,16502,1655,2655,7.749805932
1-200.0.95.0.0.0.01,5,16504,1546,2546,8.408546276
1-200.0.95.0.0.0.01,6,16502,1823,2823,8.767756544
1-200.0.95.0.0.0.01,7,16502,1926,2926,8.488408655
1-200.0.95.0.0.0.01,8,16502,2788,3788,9.957659531
1-200.0.95.0.0.0.01,9,16502,1590,2590,7.797011079
