ID,iExec,FO,IterAlvo,TotalIter,Tempo
36-800.0.95.1.0.0.005,0,16502,1373,2373,14.736783998
36-800.0.95.1.0.0.005,1,16502,1286,2286,14.134199394
36-800.0.95.1.0.0.005,2,16502,1069,2069,12.872055257
36-800.0.95.1.0.0.005,3,16502,2014,3014,18.545121501
36-800.0.95.1.0.0.005,4,16502,1478,2478,15.258647281
36-800.0.95.1.0.0.005,5,16502,974,1974,12.113821488
36-800.0.95.1.0.0.005,6,16502,1754,2754,16.974829822
36-800.0.95.1.0.0.005,7,16502,1112,2112,13.17285969
36-800.0.95.1.0.0.005,8,16502,543,1543,9.571232341
36-800.0.95.1.0.0.005,9,16502,1134,2134,13.150413244
