ID,iExec,FO,IterAlvo,TotalIter,Tempo
12-200.0.99.1.0.0.005,0,16508,2612,3612,13.642571019
12-200.0.99.1.0.0.005,1,16507,3123,4123,14.950574418
12-200.0.99.1.0.0.005,2,16507,2943,3943,15.869624205
12-200.0.99.1.0.0.005,3,16502,2691,3691,14.522069091
12-200.0.99.1.0.0.005,4,16504,3496,4496,17.731099995
12-200.0.99.1.0.0.005,5,16502,3806,4806,17.811056177
12-200.0.99.1.0.0.005,6,16508,2547,3547,15.136443502
12-200.0.99.1.0.0.005,7,16504,3905,4905,18.965714682
12-200.0.99.1.0.0.005,8,16504,2735,3735,15.243045724
12-200.0.99.1.0.0.005,9,16507,3063,4063,16.90658490
