ID,iExec,FO,IterAlvo,TotalIter,Tempo
31-400.0.99.1.1.0.01,0,16672,1711,2711,8.640046781
31-400.0.99.1.1.0.01,1,16526,2271,3271,10.474734587
31-400.0.99.1.1.0.01,2,16544,2875,3875,12.387197335
31-400.0.99.1.1.0.01,3,16547,1423,2423,7.786684905
31-400.0.99.1.1.0.01,4,16508,1783,2783,12.573120723
31-400.0.99.1.1.0.01,5,16543,1580,2580,13.604863686
31-400.0.99.1.1.0.01,6,16511,1397,2397,12.106141604
31-400.0.99.1.1.0.01,7,16532,2061,3061,15.950170680
31-400.0.99.1.1.0.01,8,16544,3574,4574,23.119402714
31-400.0.99.1.1.0.01,9,16589,1565,2565,13.797823225
