ID,iExec,FO,IterAlvo,TotalIter,Tempo
29-400.0.99.1.0.0.01,0,16502,1151,1879,30.175071038
29-400.0.99.1.0.0.01,1,16503,1068,1769,30.79113078
29-400.0.99.1.0.0.01,2,16502,1376,1828,30.100173618
29-400.0.99.1.0.0.01,3,16504,1603,1704,30.54631450
29-400.0.99.1.0.0.01,4,16502,1234,1865,30.353251533
29-400.0.99.1.0.0.01,5,16502,596,1596,26.523574715
29-400.0.99.1.0.0.01,6,16502,1399,1618,30.100386265
29-400.0.99.1.0.0.01,7,16502,1307,1787,30.102005025
29-400.0.99.1.0.0.01,8,16503,1701,1859,30.58833482
29-400.0.99.1.0.0.01,9,16502,1603,1753,30.106840676
