ID,iExec,FO,IterAlvo,TotalIter,Tempo
4-200.0.95.1.0.0.005,0,16504,3483,4483,16.545063467
4-200.0.95.1.0.0.005,1,16506,3666,4666,17.882948035
4-200.0.95.1.0.0.005,2,16502,4579,5579,21.828198873
4-200.0.95.1.0.0.005,3,16517,3223,4223,16.36727211
4-200.0.95.1.0.0.005,4,16503,3434,4434,17.695576355
4-200.0.95.1.0.0.005,5,16503,3204,4204,17.346510985
4-200.0.95.1.0.0.005,6,16503,3652,4652,16.821587264
4-200.0.95.1.0.0.005,7,16502,4541,5541,21.280066372
4-200.0.95.1.0.0.005,8,16504,3232,4232,13.566088482
4-200.0.95.1.0.0.005,9,16502,6041,7041,24.577825207
