ID,iExec,FO,IterAlvo,TotalIter,Tempo
43-800.0.99.0.1.0.01,0,16526,1299,2299,11.808980388
43-800.0.99.0.1.0.01,1,16550,890,1890,9.705869410
43-800.0.99.0.1.0.01,2,16510,1245,2245,11.537281072
43-800.0.99.0.1.0.01,3,16531,1144,2144,11.56538299
43-800.0.99.0.1.0.01,4,16513,1121,2121,10.920851943
43-800.0.99.0.1.0.01,5,16535,1148,2148,11.32828090
43-800.0.99.0.1.0.01,6,16535,1122,2122,10.832621269
43-800.0.99.0.1.0.01,7,16555,1077,2077,10.675522599
43-800.0.99.0.1.0.01,8,16502,946,1946,9.992456167
43-800.0.99.0.1.0.01,9,16505,1170,2170,11.164722310
