ID,iExec,FO,IterAlvo,TotalIter,Tempo
18-400.0.95.0.1.0.005,0,16686,3011,4011,22.69335699
18-400.0.95.0.1.0.005,1,16507,4055,5055,26.877711365
18-400.0.95.0.1.0.005,2,16516,3086,4086,19.302115583
18-400.0.95.0.1.0.005,3,16516,2439,3439,18.419927700
18-400.0.95.0.1.0.005,4,16507,2773,3773,20.116289101
18-400.0.95.0.1.0.005,5,16513,3533,4533,24.902296600
18-400.0.95.0.1.0.005,6,16505,4446,5239,30.60962772
18-400.0.95.0.1.0.005,7,16566,3351,4351,24.599196532
18-400.0.95.0.1.0.005,8,16547,3862,4828,30.118060042
18-400.0.95.0.1.0.005,9,16538,4842,5096,30.40749651
