ID,iExec,FO,IterAlvo,TotalIter,Tempo
0-200.0.95.0.0.0.005,0,16504,3663,4663,13.283917294
0-200.0.95.0.0.0.005,1,16504,4250,5250,16.181804531
0-200.0.95.0.0.0.005,2,16505,3217,4217,12.783379490
0-200.0.95.0.0.0.005,3,16505,3465,4465,14.28104266
0-200.0.95.0.0.0.005,4,16504,3034,4034,11.626261310
0-200.0.95.0.0.0.005,5,16503,2454,3454,10.226885103
0-200.0.95.0.0.0.005,6,16502,4102,5102,14.740798866
0-200.0.95.0.0.0.005,7,16503,2961,3961,11.455722713
0-200.0.95.0.0.0.005,8,16505,4793,5793,17.351941939
0-200.0.95.0.0.0.005,9,16505,2709,3709,11.947385568
