ID,iExec,FO,IterAlvo,TotalIter,Tempo
35-800.0.95.0.1.0.01,0,16534,790,1790,8.642030999
35-800.0.95.0.1.0.01,1,16511,1007,2007,9.675319152
35-800.0.95.0.1.0.01,2,16566,1310,2310,11.212624825
35-800.0.95.0.1.0.01,3,16526,1073,2073,10.83600124
35-800.0.95.0.1.0.01,4,16680,927,1927,9.359669501
35-800.0.95.0.1.0.01,5,16505,946,1946,9.441270927
35-800.0.95.0.1.0.01,6,16566,936,1936,9.368211352
35-800.0.95.0.1.0.01,7,16505,1162,2162,10.439661771
35-800.0.95.0.1.0.01,8,16566,1393,2393,11.570931656
35-800.0.95.0.1.0.01,9,16526,1110,2110,10.162567747
