ID,iExec,FO,IterAlvo,TotalIter,Tempo
27-400.0.99.0.1.0.01,0,16532,1525,2525,29.91662429
27-400.0.99.0.1.0.01,1,16623,1693,2693,29.27918006
27-400.0.99.0.1.0.01,2,16540,1634,2634,27.300469223
27-400.0.99.0.1.0.01,3,16505,1513,2513,22.915418434
27-400.0.99.0.1.0.01,4,16642,1400,2400,14.488346181
27-400.0.99.0.1.0.01,5,16591,1373,2373,13.578661079
27-400.0.99.0.1.0.01,6,16513,1652,2652,13.942237145
27-400.0.99.0.1.0.01,7,16564,1727,2727,15.613150782
27-400.0.99.0.1.0.01,8,16575,1930,2930,16.89116065
27-400.0.99.0.1.0.01,9,16513,1938,2938,17.724685707
