ID,iExec,FO,IterAlvo,TotalIter,Tempo
30-400.0.99.1.1.0.005,0,16518,2736,3736,17.315508748
30-400.0.99.1.1.0.005,1,16532,2898,3898,19.882760681
30-400.0.99.1.1.0.005,2,16571,5734,6480,30.15862265
30-400.0.99.1.1.0.005,3,16539,3519,4519,22.359215689
30-400.0.99.1.1.0.005,4,16504,3457,4457,20.830764274
30-400.0.99.1.1.0.005,5,16552,3724,4724,24.632873603
30-400.0.99.1.1.0.005,6,16689,3787,4787,23.12840883
30-400.0.99.1.1.0.005,7,16600,4820,5820,29.730679329
30-400.0.99.1.1.0.005,8,16526,4857,5075,30.11647805
30-400.0.99.1.1.0.005,9,16519,1611,1706,30.12345942
