ID,iExec,FO,IterAlvo,TotalIter,Tempo
11-200.0.99.0.1.0.01,0,16507,4225,5225,15.615201603
11-200.0.99.0.1.0.01,1,16785,2859,3859,12.313221276
11-200.0.99.0.1.0.01,2,16655,4054,5054,15.846832660
11-200.0.99.0.1.0.01,3,16601,2785,3785,11.955606344
11-200.0.99.0.1.0.01,4,16573,2732,3732,11.264547800
11-200.0.99.0.1.0.01,5,16670,4597,5597,18.923807964
11-200.0.99.0.1.0.01,6,16552,3530,4530,14.128987103
11-200.0.99.0.1.0.01,7,16564,3534,4534,14.826714117
11-200.0.99.0.1.0.01,8,16532,4649,5649,18.526781526
11-200.0.99.0.1.0.01,9,16520,2344,3344,10.824937902
