ID,iExec,FO,IterAlvo,TotalIter,Tempo
10-200.0.99.0.1.0.005,0,16524,5345,6345,19.40157125
10-200.0.99.0.1.0.005,1,16529,6552,7552,24.562309390
10-200.0.99.0.1.0.005,2,16544,4661,5661,18.70556698
10-200.0.99.0.1.0.005,3,16576,6347,7347,24.238741116
10-200.0.99.0.1.0.005,4,16511,4540,5540,17.429283033
10-200.0.99.0.1.0.005,5,16514,4966,5966,18.979788005
10-200.0.99.0.1.0.005,6,16552,6784,7784,23.137939273
10-200.0.99.0.1.0.005,7,16508,5435,6435,20.754532631
10-200.0.99.0.1.0.005,8,16575,6761,7761,23.891444792
10-200.0.99.0.1.0.005,9,16527,4950,5950,18.135968095
