ID,iExec,FO,IterAlvo,TotalIter,Tempo
13-200.0.99.1.0.0.01,0,16502,2672,3672,12.362237633
13-200.0.99.1.0.0.01,1,16502,1489,2489,7.851312265
13-200.0.99.1.0.0.01,2,16502,1838,2838,10.647886529
13-200.0.99.1.0.0.01,3,16502,1614,2614,10.12607041
13-200.0.99.1.0.0.01,4,16502,1859,2859,9.972895208
13-200.0.99.1.0.0.01,5,16502,2839,3839,15.226178066
13-200.0.99.1.0.0.01,6,16502,2699,3699,14.647836466
13-200.0.99.1.0.0.01,7,16502,1696,2696,10.693667860
13-200.0.99.1.0.0.01,8,16503,1870,2870,11.718432511
13-200.0.99.1.0.0.01,9,16504,1565,2565,11.10047941
